sku,order,text
#1AN3148,1,Medium
#1AN3148,2,White
#1AN3148,3,14mm diameter
#1AN3148,4,Assorted sizes
#1AN0610,1,1/4Ib(113g)
#1AN0610,2,"3 1/2"" x 1/4"" (Size #64)"
#1AN0610,3,Packaged in a resealable bag
#1AN0610,4,Beige
#1AN0611,1,"1/4Ib 113g) ( !!ll tlJI! I\ / "" ("
#1AN0611,2,Black
#1AN3159,1,Black
#1AN3159,2,Medium
#1AN3159,3,14mm diameter
#1AN3162,1,Black
#1AN3162,2,Medium
#1AN3162,3,14mm diameter
#1AN3149,1,Black
#1AN3149,2,Large
#1AN3149,3,"26mm diameter JrnlJ!mlllIJll!IIII,"
#1AN3150,1,Assorted color
#1AN3150,2,Large
#1AN3150,3,26mm diameter
#1AN3147,1,Black
#1AN3147,2,Medium
#1AN3147,3,14mm diameter
#1AN3148,1,White
#1AN3148,2,Assorted sizes
#1AN3107,1,Black color
#1AN3324,1,Black color
#1AN3324,2,Crimped
#1AN3324,3,"2"" Long"
#1AN3324,4,Ball tipped
#1AN3135,1,Black color
#1AN3135,2,Crimped
#1AN3135,3,"1 3/4"" Long"
#1AN3135,4,Ball tipped
#1AN3322,1,Black color
#1AN3322,2,Crimped
#1AN3322,3,"1 3/4"" Long"
#1AN3322,4,Ball tipped
#1AN3282,1,"3 1/4"" Dia."
#1AN3282,2,"1 1/4"" Thickness"
#1AN3285,1,"3 1/2"" Dia."
#1AN3285,2,"1 1/4"" Thickness"
#1AN3285,3,Firm foam with wire
#1AN3288,1,"3 3/4"" Dia."
#1AN3288,2,"1 1/2"" Thickness"
#1AN3284,1,"12"" Long"
#1AN3284,2,"1 1/4"" Diameter"
#1AN3284,3,Firm foam with wire
#1AN3201,1,Black
#1AN3201,2,An effortless way to keep your hair out of your face
#1AN3205,1,Clear IT ortoise
#1AN3205,2,An effortless way to keep your hair out of your face
#1AN3200,1,Black
#1AN3200,2,An effortless way to keep your hair out of your face
#1AN3204,1,Black/Tortoise
#1AN3204,2,An effortless way to keep your hair out of your face
#1AN3202,1,Black
#1AN3202,2,Effectively holds back any kind of hair with precision and ease
#1AN3206,1,Clear IT ortoise
#1AN3206,2,An effortless way to keep your hair out of your face
#1AN3203,1,Black
#1AN3203,2,Effectively holds back any kind of hair with precision and ease
#1AN3207,1,Clear/Tortoise
#1AN3207,2,An effortless way to keep your hair out of your face
#1AN0610,1,1/4Ib(113g)
#1AN0610,2,"3 1/2"" x 1/4"" (Size #64)"
#1AN0610,3,Packaged in a resealable bag
#1AN0610,4,Beige
#1AN0611,1,1/4Ib (113g)
#1AN0611,2,"31/2"" x 1/4"" (Size #64)"
#1AN0611,3,Packaged in a resealable bag
#1AN0611,4,Black
#1AN3152,1,Black
#1AN3152,2,Assorted sizes
#1AN3152,3,"10mm, 12mm, 16mm, 18mm"
#1AN3153,1,Assorted color
#1AN3153,2,Assorted sizes
#1AN3153,3,"10mm, 12mm, 16mm, 18mm"
#1AN3303,1,Matte black
#1AN3303,2,Crimped
#1AN3303,3,"2"" Long"
#1AN3303,4,Ball tipped
#1AN3103,1,Black color
#1AN3103,2,"2 3/4"" Long"
#1AN3103,3,Ball tipped
#1AN3102,1,Black color
#1AN3102,2,"30pc - 2"" Crimped long"
#1AN3102,3,"20pc - 2 3/4"" long"
#1AN3102,4,Ball tipped
#1AN3108,1,Black color
#1AN3108,2,Crimped
#1AN3108,3,"2"" Long"
#1AN3108,4,Ball tipped
#1AN3109,1,Bronze color
#1AN3109,2,Crimped
#1AN3109,3,"2"" Long"
#1AN3109,4,Ball tipped 11 1
#1AN3301,1,Black
#1AN3301,2,"1 1/2"" Long"
#1AN3301,3,Ball tipped
#1AN3337,1,Black color
#1AN3337,2,Crimped
#1AN3337,3,"2"" Long"
#1AN3337,4,Ball tipped
#1AN3339,1,Black color
#1AN3339,2,Crimped
#1AN3339,3,"2"" Long"
#1AN3339,4,Ball tipped
#1AN3312,1,Black color
#1AN3312,2,Crimped
#1AN3312,3,"1 3/4"" Long"
#1AN3312,4,Micro ball tipped
#1AN3100,1,Black color
#1AN3100,2,Crimped
#1AN3100,3,"1 3/4"" Long"
#1AN3112,1,Black color
#1AN3112,2,Crimped
#1AN3112,3,"1 3/4"" Long"
#1AN3112,4,Micro ball tipped
#1AN3316,1,Black color
#1AN3316,2,Crimped
#1AN3316,3,"2 1/2"" Long"
#1AN3316,4,Ball tipped
#1AN3317,1,"Black color, Crimped"
#1AN3317,2,"30pc - 2 1/2"" Long"
#1AN3317,3,"30pc - 2"" Long"
#1AN3317,4,"40pc - 1 3/4"" Long"
#1AN3317,5,Ball tipped
#1AN3327,1,Black color
#1AN3327,2,Crimped
#1AN3327,3,"3"" Long"
#1AN3327,4,Ball tipped
#1AN3332,1,Black color
#1AN3332,2,Crimped
#1AN3332,3,"1 1/2"" Long"
#1AN3332,4,Ball tipped
#1AN3330,1,Black color
#1AN3330,2,"150pc - 1 3/4"" Long"
#1AN3330,3,"50pc - 2 1/2"" Long"
#1AN3330,4,Ball tipped
#1AN3314,1,Black color
#1AN3314,2,Crimped
#1AN3314,3,"Assorted sizes 1 3/4"" 50ct, and 2 1/2"" 25ct"
#1AN3314,4,Ball tipped
#1AN3191,1,Premium quality metal
#1AN3191,2,Durable long-lasting metal
#1AN3191,3,Strong metal spring
#1AN3191,4,Help hold curls in place
#1AN3192,1,Premium quality metal
#1AN3192,2,Durable long-lasting metal
#1AN3192,3,Strong metal spring
#1AN3192,4,Help hold curls in place
#1AN3193,1,Premium quality metal
#1AN3193,2,Durable long-lasting metal
#1AN3193,3,Strong metal spring
#1AN3193,4,Help hold curls in place
#1AN3195,1,Premium quality metal
#1AN3195,2,Durable long-lasting metal
#1AN3195,3,Strong metal spring
#1AN3195,4,Help hold curls in place
#1AN3081,1,Durable long-lasting metal
#1AN3081,2,Strong metal spring
#1AN3081,3,Help hold curls in place
#1AN3082,1,Durable long-lasting metal
#1AN3082,2,Strong metal spring
#1AN3082,3,Help hold curls in place
#1AN3083,1,Durable long-lasting metal
#1AN3083,2,Strong metal spring
#1AN3083,3,Help hold curls in place
#1AN3084,1,Durable long-lasting metal
#1AN3084,2,Strong metal spring
#1AN3084,3,Help hold curls in place
#1AN3169,1,Durabl e lo n g-lasti n g metal
#1AN3171,1,Durabl e lo n g-lasti n g metal
#1AN3168,1,M e tal
#1AN3168,2,12ct
#1AN3170,1,Durabl e lo n g-lasti n g metal
#1AN3170,2,Stro n g m e tal spri n g
#1AN3170,3,H e lp hold curls i n plac e
#1AN3247,1,"Section large amounts of hair while coloring, cutting, and styling"
#1AN3247,2,"Grip ensures no slipping while working with wet hair, product or color"
#1AN3247,3,Holds thin and thick hair out of the way while working and styling
#1AN3247,4,Secures hair with superior grip
#1AN3247,5,Patented original technology
#1AN3247,6,Pink/purple assorted
#1AN3248,1,"Section large amounts of hair while coloring, cutting, and styling"
#1AN3248,2,"Grip ensures no slipping while working with wet hair, product or color"
#1AN3248,3,Holds thin and thick hair out of the way while working and styling
#1AN3248,4,Secures hair with superior grip
#1AN3248,5,Patented original technology
#1AN3248,6,Black & white
#1AN3183,1,Assorted color
#1AN3183,2,Plastic
#1AN3183,3,"5 3/4"" Long"
#1AN3238,1,"Section large amounts of hair while coloring, cutting, and styling"
#1AN3238,2,"Grip ensures no slipping while working with wet hair, product or color"
#1AN3238,3,Holds thin and thick hair out of the way while working and styling
#1AN3238,4,Secures hair with superior grip
#1AN3238,5,Patented original technology
#1AN3238,6,Black
#1AN3239,1,"Section large amounts of hair while coloring, cutting, and styling"
#1AN3239,2,"Grip ensures no slipping while working with wet hair, product or color"
#1AN3239,3,Holds thin and thick hair out of the way while working and styling
#1AN3239,4,Secures hair with superior grip
#1AN3239,5,Patented original technology #1AN3238 #1AN3239
#1AN3239,6,Zebra/leopard assorted
#1AN3178,1,Assorted color
#1AN3178,2,"2"" Width"
#1AN3178,3,Perfect for separating hair
#1AN3179,1,Assorted color
#1AN3179,2,"3"" Width"
#1AN3179,3,Perfect for separating hair
#1AN3179,4,:ms
#1AN3180,1,Assorted color
#1AN3180,2,"2"" Width"
#1AN3180,3,Perfect for separating hair
#1AN3181,1,Assorted color
#1AN3181,2,"3"" Width"
#1AN3181,3,"Perfect for separating hair JrnlJ!mlllIJll!IIIII, 6ct Duck Asst CBill olor Plastic"
#1AN3175,1,Assorted color
#1AN3175,2,"4.5"" Long"
#1AN3175,3,Metal
#1AN3184,1,Assorted color
#1AN3184,2,Assorted color
#1AN3184,3,Metal
#1AN3184,4,Metal/Plastic combination
#1AN3184,5,"4"" Long"
#1AN3184,6,"4"" Long"
#1AN3186,1,Assorted color
#1AN3186,2,Assorted color
#1AN3186,3,Metal/Plastic combination
#1AN3186,4,"4.8"" Long"
#1AN3186,5,"4"" Long"
#1AN3186,6,Hold rollers in place
#1AN3186,7,Use to position wet hair
#1AN3186,8,Plastic
#1AN3394,1,Fabric cover to prevent snagging
#1AN3394,2,Hooks on to wig cap instantly
#1AN3394,3,No sewing needed
#1AN3408,1,Clip on tabs for the strongest hold
#1AN3408,2,No sewing required
#1AN3127,1,Brown color
#1AN3127,2,Large
#1AN3160,1,Black color
#1AN3160,2,Large
#1AN3225,1,Black color
#1AN3225,2,Small
#1AN3226,1,Black color
#1AN3226,2,Large
#1AN3122,1,Black color
#1AN3122,2,Small
#1AN3123,1,Black color
#1AN3123,2,Large
#1AN3140,1,Premium quality metal
#1AN3140,2,Pins have a smooth T bar - head and a sharp point
#1AN3161,1,Black color
#1AN3161,2,Small
#1AN3391,1,Small
#1AN3392,1,Large
#1AN3444,1,Black
#1AN3445,1,Black
#1AN3446,1,Black
#1AN3447,1,Black
#1AN8883,1,Non-slip grip
#1AN8883,2,Silicone inserted
#1AN8883,3,Can be used as wig band
#1AN8885,1,Non-slip grip
#1AN8885,2,Same color as Annie #4604 Ms. Remi Wig Cap Light Brown
#1AN8886,1,Non-slip grip
#1AN8886,2,Same color as Annie #4402 Ms. Remi Wig Cap Dark Brown
#1AN1351,1,Blue
#1AN1351,2,"5/8"" Diameter"
#1AN1352,1,Orange
#1AN1352,2,"3/4"" Diameter"
#1AN1353,1,Yellow
#1AN1353,2,"7/8"" Diameter"
#1AN1355,1,Beige
#1AN1355,2,Aqua
#1AN1355,3,"1 1/4"" Diameter"
#1AN1355,4,"1"" Diameter"
#1AN1356,1,Red
#1AN1356,2,"1 1/2"" Diameter"
#1AN1357,1,Purple
#1AN1357,2,"1 3/4"" Diameter"
#1AN1358,1,Gray
#1AN1358,2,"2"" Diameter"
#1AN1359,1,Plum
#1AN1359,2,"3"" Diameter"
#1AN1101,1,"Diameter 7/8"""
#1AN1101,2,Orange
#1AN1102,1,"Diameter 3/4"""
#1AN1102,2,Sand
#1AN1103,1,"Diameter 3/5"""
#1AN1103,2,Orchid
#1AN1104,1,"Diameter 1/2"""
#1AN1104,2,White
#1AN1105,1,"Diameter 2/5"""
#1AN1105,2,Gray
#1AN1106,1,"Diameter 1/3"""
#1AN1106,2,Pink
#1AN1107,1,"Diameter 3/10"""
#1AN1107,2,Blue
#1AN1108,1,"Diameter 2/5"""
#1AN1108,2,Yellow
#1AN1109,1,"Diameter 7 /10"""
#1AN1109,2,Orchid
#1AN1110,1,"Diameter 3/5"""
#1AN1110,2,White
#1AN1111,1,"Diameter 1/2"""
#1AN1111,2,Gray
#1AN1112,1,"Diameter 2/5"""
#1AN1112,2,Pink
#1AN1113,1,"Diameter 1/3"""
#1AN1113,2,Blue
#1AN1114,1,"Diameter 1 /3"""
#1AN1114,2,Yellow
#1AN1115,1,"Diameter 1/4"""
#1AN1115,2,Red
#1AN1120,1,"Diameter 4/5"""
#1AN1120,2,Green
#1AN1121,1,"Diameter 1 1/4"""
#1AN1121,2,Black
#1AN1122,1,"Diameter 1 1/2"""
#1AN1122,2,Brown
#1AN1051,1,Blue
#1AN1051,2,"5/8"" Diameter"
#1AN052,1,Yellow
#1AN052,2,"7 /8"" Diameter"
#1AN1053,1,Green
#1AN1053,2,"1"" Diameter"
#1AN054,1,Pink
#1AN054,2,"1 1/4"" Diameter"
#1AN1055,1,Pink
#1AN1055,2,"1 1/2"" Diameter"
#1AN1061,1,Black
#1AN1061,2,"5/8"" Diameter"
#1AN1062,1,Black
#1AN1062,2,"7 /8"" Diameter"
#1AN1063,1,Black
#1AN1063,2,"1"" Diameter"
#1AN1064,1,Black
#1AN1064,2,"1 1/4"" Diameter"
#1AN1065,1,Black
#1AN1065,2,"1 1/2"" Diameter"
#1AN1219,1,Purple
#1AN1219,2,"1 3/4"" Diameter"
#1AN1220,1,Orange
#1AN1220,2,"1 1/2"" Diameter"
#1AN1220,3,12n
#1AN1221,1,Pink
#1AN1221,2,"1 1/8"" Diameter"
#1AN1222,1,Green
#1AN1222,2,"7 /8"" Diameter"
#1AN1223,1,Yellow
#1AN1223,2,"3/4"" Diameter"
#1AN1224,1,Blue
#1AN1224,2,"1/2"" Diameter"
#1AN1230,1,Black
#1AN1230,2,"1 1/2"" Diameter"
#1AN1231,1,Black
#1AN1231,2,"1 1 /8"" Diameter"
#1AN1232,1,Black
#1AN1232,2,"7/8"" Diameter"
#1AN1233,1,Black
#1AN1233,2,"3/4"" Diameter"
#1AN1234,1,Black
#1AN1234,2,"1/2"" Diameter"
#1AN1240,1,"1 1/2"" Diameter"
#1AN1241,1,"1 1/4"" Diameter"
#1AN1242,1,"1"" Diameter"
#1AN1243,1,"7/8"" Diameter"
#1AN1244,1,"3/8"" Diameter"
#1AN1246,1,Black
#1AN1246,2,No pins or clips needed
#1AN1246,3,"Soft, satin fabric prevents hair breakage"
#1AN1246,4,Snap lock closure
#1AN1248,1,White
#1AN1248,2,No pins or clips needed
#1AN1248,3,"Soft, satin fabric prevents hair breakage"
#1AN1248,4,Snap lock closure
#1AN1001,1,Blue
#1AN1001,2,"1/2"" Diameter"
#1AN1002,1,Yellow
#1AN1002,2,"3/4"" Diameter"
#1AN1003,1,Green
#1AN1003,2,"7/8"" Diameter"
#1AN1004,1,Pink
#1AN1004,2,"1 1/8"" Diameter"
#1AN1004,3,Black
#1AN1004,4,"1 1/8"" Diameter"
#1AN1005,1,Orange
#1AN1005,2,"1 1/2"" Diameter"
#1AN1005,3,Black
#1AN1005,4,"1 1/2"" Diameter"
#1AN1011,1,Black
#1AN1011,2,"1/2"" Diameter"
#1AN1012,1,Black
#1AN1012,2,"3/4"" Diameter"
#1AN1013,1,Black
#1AN1013,2,Black
#1AN1013,3,Black
#1AN1013,4,"7/8"" Diameter"
#1AN1013,5,"1 1/8"" Diameter"
#1AN1013,6,"1 1/2"" Diameter"
#1AN1198,1,Lavender
#1AN1198,2,"1/4"" Diameter"
#1AN1199,1,Green
#1AN1199,2,"5/16"" Diameter"
#1AN1200,1,Yellow
#1AN1200,2,"3/8"" Diameter"
#1AN1201,1,Red
#1AN1201,2,"1/2"" Diameter"
#1AN1202,1,Blue
#1AN1202,2,"9/16"" Diameter"
#1AN1203,1,Orange
#1AN1203,2,"5/8"" Diameter"
#1AN1204,1,Gray
#1AN1204,2,"11/16"" Diameter"
#1AN1205,1,Purple
#1AN1205,2,"3/4"" Diameter"
#1AN1251,1,Blue
#1AN1251,2,"9/16"" Diameter"
#1AN1252,1,Orange
#1AN1252,2,"5/8"" Diameter"
#1AN1253,1,Gray
#1AN1253,2,"11/16"" Diameter"
#1AN1254,1,Purple
#1AN1254,2,"3/4"" Diameter"
#1AN1261,1,Blue
#1AN1261,2,"9/16"" Diameter"
#1AN1262,1,Orange
#1AN1262,2,"5/8"" Diameter"
#1AN1263,1,Gray
#1AN1263,2,"11/16"" Diameter"
#1AN1264,1,Purple
#1AN1264,2,"3/4"" Diameter"
#1AN1213,1,Lavender
#1AN1213,2,"1 / 4"" Diameter"
#1AN1211,1,Green
#1AN1211,2,"5/16"" Diameter"
#1AN1212,1,Yellow
#1AN1212,2,"3/8"" Diameter"
#1AN1206,1,Red
#1AN1206,2,"1/2"" Diameter"
#1AN1207,1,Blue
#1AN1207,2,"9/16"" Diameter"
#1AN1208,1,Orange
#1AN1208,2,"5/8"" Diameter"
#1AN1209,1,Gray
#1AN1209,2,"11/16"" Diameter"
#1AN1210,1,Purple
#1AN1210,2,"3/4"" Diameter"
#1AN1215,1,Dark Green
#1AN1215,2,"1"" Diameter"
#1AN1216,1,Plum
#1AN1216,2,"1 3/16"" Diameter"
#1AN1217,1,Blue
#1AN1217,2,"1 1/4"" Diameter"
#1AN3541,1,"Extra large size cap 21"" Diameter )lll!!ll IJIII It"
#1AN3541,2,100pc
#1AN3541,3,"Clear PROCESSING CAPS &,.c:.;:,&..;rn,,..n,.,_..,. ■ I 1iiii11iii■-"
#1AN3542,1,"Extra large size cap 21"" Diameter )lll!!ll J!lt"
#1AN3542,2,30pc
#1AN3542,3,"Clear PROCESSING CAPS Extra Large f Disposable I Nl'f Proceu;ng,e.o.-,..iz:.ci12ro."
#1AN3542,4,"U.b'P-._... Plffllll'Q,.-.dhaltil--­"
#1AN3542,5,"WINI,.......--­"
#1AN3542,6,----- H AIR Al CARE
#1AN3583,1,10pe
#1AN3583,2,Assorted pastel colors
#1AN3552,1,"Extra large size cap 21"" Diameter"
#1AN3552,2,10pc
#1AN3552,3,Clear
#1AN3543,1,"Extra large size cap 21"" Diameter"
#1AN3543,2,30pc 9
#1AN3543,3,Assorted colors
#1AN3553,1,"Extra large size cap 21"" Diameter"
#1AN3553,2,10pc
#1AN3553,3,Assorted colors
#1AN4250,1,Square shape
#1AN4250,2,NBR material
#1AN4250,1,Round shape
#1AN4250,2,NBR material
#1AN4258,1,Ergonomic shaped
#1AN4243,1,Oval shape
#1AN4243,2,NR makeup wedges are soft and flexible sponge for a professional look
#1AN4243,3,Made in Korea
#1AN4244,1,Rhombus shape
#1AN4244,2,NR makeup wedges are soft and flexible sponge for a professional look
#1AN4244,3,Made in Korea
#1AN4245,1,NR makeup wedges are soft and flexible sponge for a professional look
#1AN4245,2,Made in Korea
#1AN6958,1,Double side usage
#1AN6958,2,Features point oval tip and a large oval tip on the other
#1AN5400,1,"Double sharpener (8mm, 12mm holes)"
#1AN5400,2,Assorted colors
#1AN5400,3,Round shaped flocking puff
#1AN5400,4,Controls the amount of powder
#1AN5400,5,Prevents heavy coverage
#1AN5400,6,Features band for easy use
#1AN5400,7,Made in Korea
#1AN4254,1,Cotton material
#1AN4254,2,Round shaped flocking puff
#1AN4254,3,Controls the amount of powder
#1AN4254,4,Controls the amount of powder for application for application
#1AN4254,5,Prevents heavy coverage while
#1AN4254,6,Prevents heavy coverage applying foundation
#1AN4254,7,Features band for easy use
#1AN4254,8,Made in Korea
#1AN4254,9,Made in Korea
#1AN0519,1,Intense black highly pigmented creamy pencil
#1AN6017,1,"Sharp, curved blades fits nails"
#1AN6017,2,Provides extra leverage
#1AN6011,1,Convenient fold-able nail file
#1AN6011,2,Chain for easy travel
#1AN5355,1,Includes extra blade
#1AN5425,1,"3'7"" length"
#1AN5425,2,"Great for washing hair, bathing infants & shampooing pets"
#1AN6001,1,Perfectly aligned tips and shapely curved handles
#1AN6002,1,Perfectly aligned tips and shapely curved handles
#1AN6013,1,Precision-aligned slant tip edge for all your tweezing needs
#1AN6020,1,Curved blade
#1AN6020,2,Proficient trimming control
#1AN6020,3,Durable sharp safety blades
#1AN6020,4,Accurate fine point tip
#1AN6014,1,Two in one feature: Cuticle remover and pusher
#1AN6019,1,Proficient trimming control
#1AN6019,2,Durable sharp safety blades
#1AN6019,3,Comfortable finger holes
#1AN2937,1,Soft bristles for cleaning under nails
#1AN2937,2,Portable and practical
#1AN2937,3,Sturdy construction
#1AN2937,4,Great for home and travel
#1AN2937,5,Assorted color Extrawide file perfect for shapinii of nails
#1AN5377,1,Grit 100/120/180
#1AN5377,2,"Easy, comfortable gripping l SOpcs. (100/180 grit) B:.'.!,:e wortmthecutl clea rea"
#1AN5378,1,Grit 80/120
#1AN5378,2,"Easy, comfortable gripping 60pcs. Sapphire File with Cuticle Pusher Archrvo de zaf1ro con empuJador delacuticula 100/180 Grit Nail Buffers"
#1AN5373,1,"7"" Long"
#1AN5373,2,100/180 Grit
#1AN5376,1,"7"" Long"
#1AN5376,2,100/180 Grit
#1AN5370,1,"7"" Long"
#1AN5370,2,100/180 Grit
#1AN6015,1,"5"" Long"
#1AN6015,2,Create a perfect edge that helps prevent splitting and peeling
#1AN6015,3,Pointed tip gently cleans under nails
#1AN6015,4,Compact size is perfect for travel
#1AN5351,1,Soften and smooths rough skin
#1AN5351,2,"Helps remove corns, calluses and hard skin"
#1AN5351,3,Washable and reusable
#1AN5351,4,o
#1AN5351,5,Assorted colors BLACK WHITE BLUE RED
#1AN5352,1,Soften and smooths rough skin
#1AN5352,2,"Helps remove corns, calluses and hard skin"
#1AN5352,3,Washable and reusable
#1AN5352,4,o
#1AN5352,5,Assorted colors BLACK WHITE BLUE RED
#1AN5353,1,Soften and smooths rough skin
#1AN5353,2,"Helps remove corns, calluses and hard skin"
#1AN5353,3,Washable and reusable
#1AN5353,4,o
#1AN5353,5,Assorted colors BLACK WHITE BLUE RED
#1AN5365,1,Soften and smooths rough skin
#1AN5365,2,"Helps remove corns, calluses and hard skin"
#1AN5365,3,Washable and reusable
#1AN5365,4,o
#1AN5365,5,Assorted colors BLACK WHITE BLUE
#1AN5357,1,Soften and smooths rough skin
#1AN5357,2,"Helps remove corns, calluses and hard skin"
#1AN5357,3,Washable and reusable
#1AN5357,4,o
#1AN5357,5,Assorted colors GREEN PINK RED
#1AN5388,1,Soften and smooths rough skin
#1AN5388,2,"Helps remove corns, calluses and hard skin"
#1AN5388,3,Washable and reusable
#1AN5388,4,o
#1AN5388,5,Assorted colors WHITE GREEN PINK WHITE
#1AN5361,1,Designed for mildly calloused skin
#1AN5361,2,"Helps remove corns, calluses and hard skin"
#1AN5361,3,Washable and reusable
#1AN5361,4,Convenient storage loop
#1AN5362,1,Designed for mildly calloused skin
#1AN5362,2,"Helps remove corns, calluses and hard skin"
#1AN5362,3,Washable and reusable
#1AN5362,4,Convenient storage loop
#1AN5363,1,Designed for mildly calloused skin
#1AN5363,2,"Helps remove corns, calluses and hard skin"
#1AN5363,3,Washable and reusable
#1AN5363,4,Convenient storage loop
#1AN5369,1,Assorted colors
#1AN5369,2,Soften and smooths rough skin
#1AN5369,3,"Helps remove corns, calluses and hard skin"
#1AN5369,4,Washable and reusable
#1AN6001,1,Perfectly aligned tips and shapely curved handles
#1AN6002,1,Perfectly aligned tips and shapely curved handles
#1AN6013,1,Precision-aligned slant tip edge for all your tweezing needs
#1AN6020,1,Curved blade
#1AN6020,2,Proficient trimming control
#1AN6020,3,Durable sharp safety blades
#1AN6020,4,Accurate fine point tip
#1AN6014,1,Two in one feature: Cuticle remover and pusher
#1AN6213,1,Precision tips
#1AN6213,2,Stainless steel material
#1AN6041,1,Curved blade
#1AN6041,2,Proficient trimming control
#1AN6041,3,Durable sharp blades
#1AN6041,4,Accurate fine point tip
#1AN6042,1,Wide curved blade
#1AN6042,2,Precision trimming
#1AN6042,3,Comfortable finger holes
#1AN6019,1,Proficient trimming control
#1AN6019,2,Durable sharp safety blades
#1AN6019,3,Comfortable finger holes
#1AN6020,1,Curved blade
#1AN6020,2,Proficient trimming control
#1AN6020,3,Durable sharp safety blades
#1AN6020,4,Accurate fine point tip
#1AN6014,1,Two in one feature: Cuticle remover and pusher
#1AN4977,1,2 Hook
#1AN4977,2,Rust free stainless steel
#1AN4977,3,Premium bamboo handle
#1AN4977,4,0.75mm Needle
#1AN4977,5,"Perfect for fixing dreadlocks, braid craft, weaving & more"
#1AN4994,1,"Perfect for fixing dreadlocks, braid craft, weaving & more"
#1AN4994,2,Dual ended tips
#1AN4994,3,"Assorted color, black, red, purple & pink"
#1AN4978,1,3 Hook
#1AN4978,2,Rust free stainless steel
#1AN4978,3,Premium bamboo handle
#1AN4978,4,0. 75mm Needle
#1AN4978,5,"Perfect for fixing dreadlocks, braid craft, weaving & more"
#1AN4979,1,2&1Hook
#1AN4979,2,Rust free stainless steel
#1AN4979,3,Premium bamboo handle
#1AN4979,4,0. 75mm Needle
#1AN4979,5,"Perfect for fixing dreadlocks, braid craft, weaving & more"
#1AN1830,1,"Large size, large package"
#1AN1830,2,White
#1AN1831,1,"Large size, large package"
#1AN1831,2,Clear
#1AN833,1,"Large size, large package"
#1AN833,2,Solid asst
#1AN1830,1,"Large size, large package"
#1AN1830,2,White
#1AN1831,1,"Large size, large package"
#1AN1831,2,Clear
#1AN833,1,"Large size, large package"
#1AN833,2,Solid asst
#1AN1922,1,Pink
#1AN1922,2,Glow in the dark
#1AN1923,1,White
#1AN1923,2,Glow in the dark
#1AN1926,2,Purple
#1AN1926,3,Glow in the dark
#1AN1927,1,Solid assorted color
#1AN1927,2,Glow in the dark
#1AN3003,1,1 X Magnification
#1AN3003,2,Single sided hand mirror
#1AN3003,3,Great for everyday use
#1AN3003,4,"Color - black, red & blue"
#1AN3004,1,1 X Magnification
#1AN3004,2,Single sided hand mirror
#1AN3004,3,"Color - white, blue & red"
#1AN3005,1,1 X Magnification
#1AN3005,2,Single sided hand mirror
#1AN3005,3,"Color - white, blue & red"
#1AN3006,1,1 X Magnification
#1AN3006,2,Purse size
#1AN3006,3,Single sided hand mirror
#1AN3006,4,"Color - black, red & blue"
#1AN3008,1,1 X Magnification
#1AN3008,2,Great for salon & spa
#1AN3008,3,"Mirror itself measures 11 1/2"" x 8 1/2"""
